BSC6,1,1,1,5,1,51,0980,09801
BSC6,1,1,1,6,1,51,0980,09802
BSC6,1,1,1,7,1,51,0980,09803
BSC6,1,1,1,13,1,51,0983,09831
BSC6,1,1,1,14,1,51,0983,09832
BSC6,1,1,1,15,1,51,0983,09833
BSC6,1,1,1,16,1,51,2625,26251
BSC6,1,1,1,17,1,51,2625,26252
BSC6,1,1,1,18,1,51,2625,26253
BSC6,1,1,1,28,1,51,2886,28861
BSC6,1,1,1,29,1,51,2886,28862
BSC6,1,1,1,30,1,51,2886,28863
BSC6,1,1,1,33,1,51,1238,12381
BSC6,1,1,1,34,1,51,1238,12382
BSC6,1,1,1,35,1,51,1238,12383
BSC6,1,1,1,36,1,51,2496,24961
BSC6,1,1,1,37,1,51,2496,24962
BSC6,1,1,1,38,1,51,2496,24963
BSC6,1,1,1,39,1,51,2906,29061
BSC6,1,1,1,40,1,51,2906,29062
BSC6,1,1,1,41,1,51,2906,29063
BSC6,1,1,1,1684,1,51,2684,26841
BSC6,1,1,1,1685,1,51,2684,26842
BSC6,1,1,1,1686,1,51,2684,26843
BSC7,1,1,1,1,1,51,0789,07891
BSC7,1,1,1,2,1,51,0789,07892
BSC7,1,1,1,3,1,51,0789,07893
BSC7,1,1,1,36,1,51,0288,02881
BSC7,1,1,1,37,1,51,0288,02882
BSC7,1,1,1,38,1,51,0288,02883
BSC8,1,1,1,1,1,51,2872,28721
BSC8,1,1,1,2,1,51,2872,28722
BSC8,1,1,1,3,1,51,2872,28723
BSC8,1,1,1,4,1,51,1314,13141
BSC8,1,1,1,5,1,51,1314,13142
BSC8,1,1,1,6,1,51,1314,13143
BSC8,1,1,1,21,1,51,2785,27851
BSC8,1,1,1,22,1,51,2785,27852
BSC8,1,1,1,23,1,51,2785,27853
BSC8,1,1,1,24,1,51,0730,07301
BSC8,1,1,1,25,1,51,0730,07302
BSC8,1,1,1,26,1,51,0730,07303
BSC8,1,1,1,31,1,51,2626,26261
BSC8,1,1,1,32,1,51,2626,26262
BSC8,1,1,1,33,1,51,2626,26263
BSC8,1,1,1,35,1,51,2758,27581
BSC8,1,1,1,36,1,51,2758,27582
BSC8,1,1,1,37,1,51,2758,27583
BSC8,1,1,1,39,1,51,0974,09741
BSC8,1,1,1,40,1,51,0974,09742
BSC8,1,1,1,41,1,51,0974,09743
BSC8,1,1,1,46,1,51,0511,05111
BSC8,1,1,1,47,1,51,0511,05112
BSC8,1,1,1,48,1,51,0511,05113
BSC8,1,1,1,49,1,51,1148,11481
BSC8,1,1,1,50,1,51,1148,11482
BSC8,1,1,1,51,1,51,1148,11483
BSC8,1,1,1,52,1,51,2601,26011
BSC8,1,1,1,53,1,51,2601,26012
BSC8,1,1,1,54,1,51,2601,26013
BSC8,1,1,1,647,1,51,0647,06471
BSC8,1,1,1,648,1,51,0647,06472
BSC8,1,1,1,649,1,51,0647,06473
BSC8,1,1,1,829,1,51,0829,08291
BSC8,1,1,1,830,1,51,0829,08292
BSC8,1,1,1,831,1,51,0829,08293
BSC9,1,1,1,22,1,51,0756,07561
BSC9,1,1,1,23,1,51,0756,07562
BSC9,1,1,1,24,1,51,0756,07563
BSC9,1,1,1,25,1,51,2744,27441
BSC9,1,1,1,26,1,51,2744,27442
BSC9,1,1,1,27,1,51,2744,27443
BSC9,1,1,1,28,1,51,1206,12061
BSC9,1,1,1,29,1,51,1206,12062
BSC9,1,1,1,30,1,51,1206,12063
BSC3,1,1,1,1,1,51,2865,28651
BSC3,1,1,1,2,1,51,2865,28652
BSC3,1,1,1,3,1,51,2865,28653
BSC3,1,1,1,4,1,51,0977,09771
BSC3,1,1,1,5,1,51,0977,09772
BSC3,1,1,1,6,1,51,0977,09773
BSC3,1,1,1,7,1,51,2622,26221
BSC3,1,1,1,8,1,51,2622,26222
BSC3,1,1,1,9,1,51,2622,26223
BSC3,1,1,1,10,1,51,2881,28811
BSC3,1,1,1,11,1,51,2881,28812
BSC3,1,1,1,12,1,51,2881,28813
BSC3,1,1,1,13,1,51,2686,26861
BSC3,1,1,1,14,1,51,2686,26862
BSC3,1,1,1,15,1,51,2686,26863
BSC3,1,1,1,17,1,51,2977,29771
BSC3,1,1,1,18,1,51,2977,29772
BSC3,1,1,1,19,1,51,2977,29773
BSC3,1,1,1,29,1,51,0822,08221
BSC3,1,1,1,30,1,51,0822,08222
BSC3,1,1,1,31,1,51,0822,08223
BSC3,1,1,1,38,1,51,0909,09091
BSC3,1,1,1,39,1,51,0909,09092
BSC3,1,1,1,40,1,51,0909,09093
BSC3,1,1,1,41,1,51,2627,26271
BSC3,1,1,1,42,1,51,2627,26272
BSC3,1,1,1,43,1,51,2627,26273
BSC5,1,1,1,1,1,51,2748,27481
BSC5,1,1,1,2,1,51,2748,27482
BSC5,1,1,1,3,1,51,2748,27483
BSC5,1,1,1,10,1,51,2788,27881
BSC5,1,1,1,11,1,51,2788,27882
BSC5,1,1,1,12,1,51,2788,27883
BSC5,1,1,1,18,1,51,2773,27731
BSC5,1,1,1,19,1,51,2773,27732
BSC5,1,1,1,20,1,51,2773,27733
BSC5,1,1,1,25,1,51,2832,28321
BSC5,1,1,1,26,1,51,2832,28322
BSC5,1,1,1,27,1,51,2832,28323
BSC5,1,1,1,29,1,51,2715,27151
BSC5,1,1,1,30,1,51,2715,27152
BSC5,1,1,1,31,1,51,2715,27153
BSC5,1,1,1,90,1,51,1211,12111
BSC5,1,1,1,91,1,51,1211,12112
BSC5,1,1,1,92,1,51,1211,12113
BSC5,1,1,1,99,1,51,1898,18981
BSC5,1,1,1,100,1,51,1898,18982
BSC5,1,1,1,101,1,51,1898,18983
BSC5,1,1,1,522,1,51,0522,05221
BSC5,1,1,1,523,1,51,0522,05222
BSC5,1,1,1,524,1,51,0522,05223
BSC6,1,1,1,3,1,51,0435,04351
BSC6,1,1,1,4,1,51,0435,04352
BSC6,1,1,1,5,1,51,0435,04353
BSC6,1,1,1,10,1,51,2902,29021
BSC6,1,1,1,11,1,51,2902,29022
BSC6,1,1,1,12,1,51,2902,29023
BSC6,1,1,1,21,1,51,2888,28881
BSC6,1,1,1,22,1,51,2888,28882
BSC6,1,1,1,23,1,51,2888,28883
BSC6,1,1,1,31,1,51,2764,27641
BSC6,1,1,1,32,1,51,2764,27642
BSC6,1,1,1,33,1,51,2764,27643
BSC6,1,1,1,34,1,51,2936,29361
BSC6,1,1,1,35,1,51,2936,29362
BSC6,1,1,1,36,1,51,2936,29363
BSC7,1,1,1,4,1,51,0774,07741
BSC7,1,1,1,5,1,51,0774,07742
BSC7,1,1,1,6,1,51,0774,07743
BSC7,1,1,1,7,1,51,2727,27271
BSC7,1,1,1,8,1,51,2727,27272
BSC7,1,1,1,9,1,51,2727,27273
BSC7,1,1,1,30,1,51,0580,05801
BSC7,1,1,1,31,1,51,0580,05802
BSC7,1,1,1,32,1,51,0580,05803
BSC7,1,1,1,34,1,51,0812,08121
BSC7,1,1,1,35,1,51,0812,08122
BSC7,1,1,1,56,1,51,2611,26111
BSC7,1,1,1,57,1,51,2611,26112
BSC7,1,1,1,58,1,51,2611,26113
BSC7,1,1,1,66,1,51,1326,13261
BSC7,1,1,1,67,1,51,1326,13262
BSC7,1,1,1,68,1,51,1326,13263
BSC7,1,1,1,69,1,51,2908,29081
BSC7,1,1,1,70,1,51,2908,29082
BSC7,1,1,1,71,1,51,2908,29083
BSC7,1,1,1,88,1,51,2609,26091
BSC7,1,1,1,89,1,51,2609,26092
BSC7,1,1,1,90,1,51,2609,26093
BSC7,1,1,1,112,1,51,2615,26151
BSC7,1,1,1,113,1,51,2615,26152
BSC7,1,1,1,114,1,51,2615,26153
BSC7,1,1,1,121,1,51,0433,04331
BSC7,1,1,1,122,1,51,0433,04332
BSC7,1,1,1,123,1,51,0433,04333
BSC7,1,1,1,125,1,51,0813,08131
BSC7,1,1,1,126,1,51,0813,08132
BSC7,1,1,1,127,1,51,0813,08133
BSC7,1,1,1,134,1,51,0814,08141
BSC7,1,1,1,135,1,51,0814,08142
BSC7,1,1,1,136,1,51,0814,08143
BSC7,1,1,1,149,1,51,2694,26941
BSC7,1,1,1,150,1,51,2694,26942
BSC7,1,1,1,151,1,51,2694,26943
BSC7,1,1,1,156,1,51,2839,28391
BSC7,1,1,1,157,1,51,2839,28392
BSC7,1,1,1,158,1,51,2839,28393
BSC7,1,1,1,161,1,51,2892,28921
BSC7,1,1,1,162,1,51,2892,28922
BSC7,1,1,1,163,1,51,2892,28923
BSC7,1,1,1,257,1,51,2801,28011
BSC7,1,1,1,258,1,51,2801,28012
BSC7,1,1,1,259,1,51,2801,28013
